product_id;neighbor_products_id
77372;[77371, 87831, 88091, 107627, 112126, 111109, 116187, 66484, 58839, 18506]
72623;[72622, 72620, 79362, 42525, 82152, 58839, 94576, 69962, 110103, 85853]
63902;[63871, 93853, 63942, 130292, 63874, 56982, 63915, 62995, 63920, 64511]
62540;[62539, 64224, 64225, 62503, 110441, 82415, 41507, 40598, 71744, 20453]
59249;[112110, 116193, 23640, 42525, 14942, 25126, 51336, 63089, 14591, 14677]
48964;[48980, 49001, 48986, 48979, 54204, 42479, 48991, 54235, 16729, 54206]
48587;[88669, 123522, 82290, 90254, 79886, 117325, 84172, 51466, 117335, 79922]
43959;[43960, 87451, 110724, 121682, 110463, 16597, 57740, 84137, 87838, 16598]
43090;[43098, 43088, 43089, 106979, 110891, 44126, 117146, 33251, 16959, 90698]
40246;[18040, 18043, 18036, 18041, 39373, 18035, 117871, 18045, 91076, 40580]
30106;[63824, 44266, 15636, 106784, 82883, 62503, 116322, 18053, 121423, 86627]
15277;[15267, 78477, 59568, 29999, 89548, 59569, 15274, 55666, 15266, 15276]
130060;[130058, 130057, 130054, 130056, 130059, 58951, 76779, 123660, 121963, 130075]
123290;[123887, 123512, 44949, 16398, 110889, 110881, 85384, 94193, 61360, 126456]
110432;[110434, 110433, 110420, 123162, 88157, 105732, 105171, 110468, 32230, 130328]
107654;[106841, 107653, 33459, 107652, 77959, 104702, 84479, 121998, 71113, 62149]
107136;[106946, 107137, 107097, 17878, 88012, 21534, 74317, 82284, 106052, 82286]
94388;[107211, 71475, 45050, 127211, 117675, 85698, 85699, 82243, 110405, 86649]
90618;[107545, 107502, 17236, 17208, 127436, 44007, 17162, 65254, 87638, 110855]
90376;[90372, 90375, 56974, 90374, 43376, 40392, 51559, 106715, 114066, 80169]
87869;[87868, 57026, 17238, 32243, 82089, 82094, 57027, 44113, 44111, 110587]
87673;[85297, 87672, 106048, 107855, 15169, 19582, 18437, 29990, 39974, 122732]
87627;[43954, 87676, 87677, 43096, 86862, 73628, 75774, 42411, 54927, 99601]
82338;[85439, 17169, 44061, 17144, 44037, 44060, 17372, 130320, 116966, 17238]
73557;[14798, 64221, 57836, 14645, 14642, 65271, 81833, 73901, 117836, 14638]
70009;[43321, 113034, 87454, 56865, 70010, 113422, 73697, 70008, 89936, 59382]
60239;[106841, 121809, 82877, 61726, 50921, 18612, 18008, 14588, 55746, 93090]
59418;[59419, 87354, 59416, 59415, 15695, 71323, 21510, 15169, 80289, 120512]
54131;[54124, 54125, 54126, 54130, 54132, 54129, 54127, 54128, 120525, 120820]
44184;[93955, 16971, 33289, 52390, 63903, 108839, 19650, 15237, 40828, 40265]
42694;[73824, 17242, 17059, 85900, 85899, 85901, 17061, 59378, 14601, 41424]
33295;[33297, 77231, 88214, 57337, 110602, 18004, 115942, 82115, 88091, 17910]
33260;[49866, 124321, 62500, 110999, 110365, 70309, 33258, 72064, 81654, 31064]
31628;[87728, 87727, 81575, 40392, 107130, 107131, 128350, 29517, 77371, 39971]
29707;[33291, 90016, 44299, 17879, 57280, 123551, 96647, 123365, 44284, 67219]
18035;[129553, 77966, 18018, 52396, 62531, 128586, 85162, 106913, 18047, 55916]
15258;[63788, 63127, 21557, 15138, 15218, 16493, 57061, 75920, 15252, 79920]
123762;[123781, 123805, 123671, 15824, 130157, 105469, 75018, 75021, 15439, 49992]
117101;[122696, 122698, 85424, 90815, 90816, 61541, 110482, 90814, 90817, 122387]
114075;[113654, 129553, 19708, 63811, 78024, 16117, 107664, 124607, 77139, 15852]
110195;[110194, 110562, 110560, 110564, 59407, 59409, 19995, 120979, 116949, 89804]
106858;[106860, 124069, 124071, 117057, 124070, 122715, 106867, 107060, 111692, 122716]
106680;[65254, 129557, 41032, 57849, 19876, 14634, 42525, 77139, 75774, 107244]
94399;[98293, 117687, 85864, 117330, 106570, 19762, 124285, 104452, 106571, 77479]
93837;[90166, 110489, 43185, 75881, 90824, 54253, 93834, 17366, 43182, 87393]
85671;[85673, 86636, 85672, 81646, 85521, 57798, 133729, 88730, 106787, 39970]
82331;[82330, 115289, 16146, 75983, 94177, 125829, 130639, 110296, 56406, 51193]
82083;[82081, 82079, 117304, 60788, 117323, 111692, 60782, 87458, 110576, 85056]
82058;[117107, 33285, 82056, 15369, 85300, 73308, 19150, 109107, 117112, 77729]
69947;[69946, 49082, 72557, 93951, 16718, 16731, 110467, 90167, 128419, 16906]
63923;[63915, 63919, 63922, 63878, 63924, 63910, 63943, 63901, 63911, 63893]
43711;[30338, 110035, 123252, 117324, 15484, 72487, 72483, 117179, 78476, 80031]
43377;[54573, 58668, 43373, 76475, 30786, 63989, 107149, 15675, 75304, 108839]
40868;[15192, 104288, 65181, 123669, 15272, 90362, 58839, 55916, 20523, 19365]
32243;[44115, 44114, 44110, 17229, 130363, 44091, 81988, 87869, 130077, 17227]
18027;[18028, 71113, 110606, 62397, 69947, 62531, 43388, 54465, 49101, 70064]
17872;[85297, 110001, 108194, 78164, 89748, 83383, 70746, 85210, 18506, 41721]
17392;[110487, 56885, 16400, 130274, 72544, 130276, 110489, 130275, 72546, 130283]
16646;[16645, 16644, 16643, 33492, 49889, 63925, 87861, 93920, 30202, 63909]
14902;[32039, 14905, 14903, 52369, 30778, 31440, 14901, 54520, 114823, 30785]
130801;[75617, 108025, 104452, 109405, 21911, 124606, 87098, 106552, 21813, 116963]
130068;[130070, 130069, 130071, 130072, 19770, 60970, 86649, 63022, 85834, 18036]
123887;[123512, 123290, 107403, 94193, 90693, 79963, 110881, 110884, 81651, 116990]
117107;[82058, 82056, 117112, 117123, 87093, 121960, 71508, 126475, 103715, 38092]
111812;[111806, 110946, 110947, 110945, 17194, 63945, 63893, 63944, 63941, 68600]
111282;[55205, 110724, 81497, 44863, 42674, 78062, 110015, 71530, 92706, 80035]
109981;[109980, 98297, 90575, 117055, 93821, 98296, 105442, 110457, 85784, 110458]
107072;[106761, 31356, 106787, 106763, 106692, 41860, 59304, 15852, 106691, 54465]
93877;[93878, 110559, 43728, 110558, 54359, 68608, 63983, 116950, 111001, 43727]
93061;[93063, 93062, 93060, 84528, 80019, 17759, 87684, 110592, 110594, 47179]
90269;[106784, 106722, 122717, 130405, 41389, 87625, 130082, 130074, 82079, 110298]
84031;[90627, 115244, 111047, 17236, 110853, 17317, 106219, 59652, 17303, 111046]
81982;[81981, 110592, 110594, 117085, 117134, 17793, 107622, 128257, 122728, 54773]
76591;[76593, 93831, 130274, 43167, 72549, 90815, 90150, 110479, 124179, 66651]
73314;[73308, 73312, 87716, 84811, 73310, 73315, 73311, 73313, 73309, 89911]
66847;[66848, 76608, 110505, 74170, 117013, 52391, 130798, 115243, 110150, 80289]
64652;[64650, 64651, 79883, 87452, 82284, 82286, 74314, 90819, 117120, 74317]
63916;[63934, 63873, 63887, 93860, 54229, 54228, 63919, 63933, 63888, 42569]
59101;[110404, 59102, 110405, 25045, 70981, 75584, 119180, 16203, 89758, 71507]
57215;[57216, 57043, 85236, 63988, 76652, 110913, 84931, 85316, 114070, 91067]
44293;[120915, 93910, 44296, 114001, 39244, 110512, 33289, 87459, 78607, 58683]
15395;[72148, 72588, 110025, 59719, 79282, 88157, 113430, 88084, 44296, 40036]
15195;[59416, 15165, 15161, 48991, 63864, 59417, 15695, 48979, 66484, 127676]
14798;[73557, 57836, 14645, 81833, 87990, 87442, 65271, 87443, 14638, 87989]
14645;[72071, 59377, 57836, 14642, 65271, 14798, 117836, 73557, 81833, 87442]
129637;[129636, 89900, 81647, 81644, 31635, 81645, 81648, 31356, 81646, 31632]
123830;[123730, 64887, 90684, 94193, 90697, 87860, 52688, 64438, 130829, 110884]
85708;[85707, 91514, 62201, 75642, 113401, 73926, 42676, 123709, 30338, 57748]
85498;[17367, 17371, 105172, 110709, 17347, 59379, 113403, 77934, 75854, 39517]
76593;[76591, 90813, 66651, 72547, 107360, 129630, 20529, 110479, 110478, 90152]
57110;[25919, 25922, 25923, 59671, 85077, 42621, 43322, 93935, 117032, 70008]
57023;[89760, 14336, 109915, 63993, 44150, 44145, 112542, 63991, 44120, 82079]
51953;[17807, 17808, 17806, 66873, 64010, 57053, 57337, 123439, 112662, 41373]
44121;[60644, 44150, 87830, 60643, 57024, 44145, 44120, 44117, 44143, 87150]
18016;[18017, 78778, 39067, 108254, 131585, 18021, 20673, 69326, 21646, 15061]
15522;[15523, 67480, 63862, 80167, 85287, 79363, 20774, 67219, 86977, 18506]
14908;[15805, 120693, 81738, 106979, 40036, 60653, 19967, 66578, 14909, 116961]
14686;[14679, 82211, 85862, 119915, 64224, 64225, 110415, 87991, 110125, 38991]
130744;[33277, 33276, 33278, 124300, 63022, 93851, 16653, 39888, 18202, 44967]
129558;[129388, 106780, 65254, 54520, 110875, 73914, 19954, 51293, 41424, 75386]
127114;[124363, 65343, 66432, 62500, 124336, 124334, 124304, 57740, 63022, 93825]
107470;[76000, 107471, 130156, 92084, 94194, 40475, 75304, 46860, 93924, 57749]
106299;[116549, 123878, 87504, 82341, 18065, 15511, 15166, 69874, 110496, 42407]
89904;[89903, 89902, 124297, 61158, 124328, 61157, 124309, 14958, 81652, 65254]
87521;[87526, 109094, 81630, 72529, 73697, 25919, 106716, 57110, 93936, 81633]
85441;[87090, 75305, 88157, 133662, 32340, 21575, 54732, 81396, 44103, 39353]
64517;[63925, 122703, 64502, 64516, 63909, 19772, 63887, 64515, 63921, 115287]
59719;[79283, 79281, 15178, 79282, 15395, 65153, 54737, 88730, 123802, 39353]
54213;[70096, 54218, 54219, 83354, 107408, 30337, 85069, 68917, 16664, 16660]
42411;[43572, 69910, 40036, 17807, 54469, 17808, 38751, 57279, 56862, 129347]
31967;[31972, 32065, 15280, 57376, 31975, 43690, 110733, 44266, 17151, 88730]
30756;[30757, 39366, 14930, 30758, 92711, 85808, 14923, 20368, 88075, 30760]
30710;[30711, 47528, 46734, 19640, 30201, 114069, 29710, 30202, 111024, 89534]
16681;[16679, 16682, 91699, 16680, 16684, 94196, 63898, 74186, 63878, 61726]
15663;[71136, 20767, 114736, 106711, 56950, 60921, 44108, 43377, 43373, 64315]
14679;[14686, 82211, 38991, 85862, 110415, 64225, 119915, 105734, 64224, 78509]
14541;[42727, 39728, 15809, 40173, 82377, 73565, 84215, 42571, 71735, 80572]
130376;[99429, 130374, 130375, 93822, 106571, 120996, 107478, 130373, 56248, 43728]
123901;[123926, 124053, 124068, 87818, 40645, 116359, 117162, 113825, 107644, 20052]
110732;[123574, 112126, 44188, 54475, 82140, 85239, 105909, 82145, 90676, 110609]
110582;[110584, 110585, 110583, 17293, 85199, 90265, 116369, 90266, 82087, 90268]
107595;[20122, 107255, 107262, 107254, 76454, 107277, 15671, 52552, 82220, 60287]
107452;[107539, 93925, 82152, 77995, 107642, 110894, 72494, 17356, 123534, 100974]
106881;[106886, 107065, 107071, 110596, 86760, 106694, 123874, 110874, 85447, 106102]
90237;[93962, 54469, 85209, 90238, 90239, 110035, 105738, 113387, 107358, 110563]
90156;[90157, 43182, 43184, 122689, 70719, 43185, 54160, 54155, 76584, 76583]
90145;[87502, 32340, 110468, 15457, 76728, 39352, 123709, 70053, 39353, 84463]
87455;[87456, 33459, 16572, 15364, 14973, 64004, 88015, 43982, 87631, 107097]
87443;[129625, 87442, 52131, 110414, 73557, 72071, 14798, 64221, 19487, 107213]
82081;[82083, 117304, 82079, 117323, 110583, 117302, 107060, 117097, 57023, 117091]
79362;[83353, 81978, 88157, 105732, 72622, 90601, 69994, 31976, 72623, 72620]
76831;[76555, 106746, 79733, 79732, 24634, 85275, 43125, 110690, 85274, 130790]
72065;[124289, 33258, 46862, 62463, 110365, 124321, 62500, 62501, 33261, 31064]
66445;[52135, 73929, 88730, 92711, 89608, 89607, 43727, 110698, 66444, 93856]
64318;[64315, 64316, 39352, 88363, 69112, 78611, 123005, 39504, 105171, 87668]
63945;[63944, 63885, 63941, 111812, 63893, 72488, 17168, 63881, 123926, 63917]
59408;[59410, 59412, 59409, 59407, 116950, 110558, 71475, 75210, 43727, 84115]
57798;[47808, 39998, 33325, 32405, 14896, 59096, 73870, 81655, 110934, 57797]
56885;[17392, 69377, 110944, 82010, 90144, 108328, 70056, 107243, 79784, 49019]
54653;[54652, 54657, 74305, 106707, 104977, 38124, 84838, 64000, 111024, 110067]
54379;[15312, 15310, 15311, 107643, 66426, 106053, 106052, 107644, 120693, 15269]
54246;[82394, 54245, 104446, 110073, 14591, 88065, 64438, 110878, 79790, 115366]
54180;[106385, 42547, 69342, 93948, 17392, 110487, 74028, 21413, 84737, 54160]
46734;[47528, 30711, 94189, 40973, 54720, 30710, 87625, 81659, 67469, 20935]
43850;[30093, 15261, 16690, 76734, 15239, 76735, 71090, 30689, 41860, 88422]
17306;[17305, 17304, 110609, 17302, 48548, 17303, 111046, 17236, 85207, 91076]
16572;[33323, 38792, 17369, 64336, 87455, 43257, 79129, 39299, 41686, 43987]
15267;[52391, 88175, 15277, 88177, 87258, 15269, 87176, 59568, 15265, 78089]
122720;[81623, 104490, 122718, 122719, 126323, 110912, 110913, 107461, 79807, 93643]
120360;[120355, 20833, 130372, 90833, 130780, 15077, 116949, 43778, 77139, 103715]
117120;[117118, 49858, 110570, 90257, 110568, 17877, 79799, 112496, 110569, 90256]
110568;[110570, 110569, 90257, 117120, 79799, 117118, 90261, 17877, 106934, 17876]
110431;[14601, 85708, 42676, 62201, 14713, 71090, 44543, 63088, 51193, 110305]
110419;[123591, 110418, 110422, 16205, 42619, 44942, 110423, 123621, 93935, 43457]
107652;[107654, 107653, 76728, 17512, 31903, 59208, 39445, 81933, 104494, 125976]
106934;[106933, 90256, 90257, 110570, 90261, 90255, 110568, 17861, 49876, 17879]
90682;[90681, 110882, 110879, 87736, 110888, 85385, 43111, 117330, 64780, 16415]
87461;[15677, 44292, 106507, 87459, 44296, 90379, 107703, 87458, 87460, 85226]
82031;[82027, 82030, 82028, 82026, 82029, 82024, 90167, 82023, 82022, 84127]
81835;[40601, 30778, 64229, 64225, 17741, 63811, 40469, 29519, 78492, 107618]
81833;[73908, 44166, 14638, 14642, 43572, 14645, 62370, 14798, 67468, 57836]
70305;[16176, 102968, 110691, 14588, 14585, 85646, 14586, 120038, 14587, 83349]
65265;[44166, 44109, 68928, 14585, 120963, 19726, 108746, 79859, 63811, 45043]
65251;[65249, 87616, 116465, 14713, 124632, 103705, 90672, 112110, 16415, 71090]
63936;[33537, 84788, 70424, 48996, 130292, 58951, 63874, 63871, 72555, 38092]
54204;[54235, 54230, 54206, 54203, 82036, 72556, 48991, 48964, 54205, 54232]
51466;[48587, 110731, 67219, 117312, 16244, 97116, 82335, 45043, 87308, 76001]
44288;[44287, 44192, 82128, 82146, 107703, 106507, 44292, 125116, 92711, 90377]
43350;[93935, 56931, 70009, 87718, 70008, 87254, 130737, 85483, 87844, 70010]
15239;[15240, 54641, 15237, 15238, 43801, 84739, 106724, 77953, 79860, 38935]
14905;[14902, 110700, 31440, 107558, 113403, 14901, 81651, 60192, 59096, 14903]
130386;[130385, 18065, 30620, 79807, 124070, 120551, 110076, 113383, 30619, 18064]
130370;[130371, 130372, 130086, 106755, 89403, 79352, 106017, 89410, 130462, 110033]
130054;[130057, 130056, 128867, 130058, 130075, 130060, 130157, 78090, 39352, 39353]
123444;[123520, 103714, 92107, 74198, 71495, 110116, 107534, 81685, 68941, 85920]
110992;[31064, 46862, 33258, 72063, 124289, 110365, 72065, 33260, 62500, 124321]
110729;[115351, 110730, 87049, 73736, 90649, 73738, 73737, 87729, 66497, 75669]
110585;[110584, 110583, 110582, 82084, 116963, 107477, 17293, 82086, 90266, 82087]
107471;[93833, 90346, 107470, 43672, 75304, 127418, 16971, 17885, 43671, 43387]
107148;[43690, 31988, 59423, 40491, 16642, 44068, 107149, 15435, 81396, 82883]
90256;[90255, 90257, 106934, 90261, 110570, 79799, 17861, 90575, 43981, 106933]
87452;[79883, 76555, 74314, 43976, 82284, 82285, 64652, 64650, 74317, 82286]
82094;[82093, 88315, 110589, 92918, 111692, 106784, 44110, 57027, 82091, 105910]
82024;[82023, 82022, 57748, 82027, 82031, 30574, 82029, 82028, 82025, 82021]
79236;[66656, 123856, 43243, 81662, 116932, 76734, 92935, 82008, 79148, 17389]
73929;[66445, 66444, 85708, 44852, 89691, 63402, 57856, 85381, 50189, 110021]
70481;[79278, 123735, 84577, 61070, 51102, 106876, 91499, 20529, 93921, 93067]
70309;[72063, 33260, 110999, 49865, 71469, 62466, 110365, 81654, 31064, 110364]
66469;[17741, 119084, 117330, 63089, 82398, 17756, 90346, 114070, 106933, 17754]
60570;[105653, 23612, 15312, 54475, 83803, 87016, 41032, 108254, 16145, 88600]
59550;[107170, 107308, 93950, 120698, 82882, 57385, 93946, 93955, 30337, 93951]
57138;[57139, 85355, 130603, 110513, 64460, 90598, 42610, 85356, 62208, 17759]
54207;[54192, 54229, 72553, 54230, 54191, 54223, 54199, 54200, 54224, 54187]
47808;[14896, 57798, 73870, 39998, 49887, 57797, 89901, 59096, 14887, 32405]
16673;[83770, 16676, 85564, 106855, 106859, 49080, 16667, 32230, 39352, 90175]
15236;[49861, 83802, 75996, 15238, 54641, 113901, 15237, 57856, 15240, 89622]
14887;[33325, 57797, 39998, 33326, 14886, 81646, 73870, 59096, 47808, 110935]
14668;[14657, 30801, 14669, 72072, 14670, 31998, 21294, 16725, 106053, 110037]
130057;[130060, 130054, 130058, 130056, 78090, 128867, 130075, 130059, 78091, 83321]
124328;[124297, 124309, 89902, 89903, 89904, 86635, 31635, 130241, 81645, 81646]
123676;[123682, 123792, 123800, 123670, 123809, 123659, 123696, 123755, 123839, 15855]
123579;[123573, 15640, 73790, 17878, 79354, 85209, 82285, 76567, 79766, 70618]
117324;[117309, 17167, 17168, 72487, 17215, 17154, 17153, 117175, 54842, 117099]
117162;[117054, 105910, 85273, 90086, 116392, 93090, 43476, 123901, 61388, 110690]
107660;[107563, 107167, 107177, 15695, 15711, 107659, 108839, 107588, 15657, 93946]
107055;[82347, 123874, 106694, 89810, 42731, 82346, 110873, 122672, 79774, 62085]
106855;[48583, 106859, 110609, 16667, 16676, 106856, 44103, 16673, 16727, 44007]
106733;[106764, 73751, 107681, 93909, 87176, 85781, 89550, 89759, 20006, 110049]
90253;[90254, 90252, 117137, 117140, 79886, 85236, 76651, 117149, 16597, 73736]
87867;[87866, 87865, 130266, 88157, 38428, 40603, 51553, 131050, 63862, 51559]
87817;[87818, 123926, 106147, 123878, 42569, 54345, 123901, 122498, 124053, 25093]
87721;[107307, 116319, 87719, 70001, 44091, 87720, 113416, 70000, 90671, 132804]
75075;[75883, 54160, 42940, 117098, 16756, 18950, 19874, 20509, 82010, 132803]
43703;[130157, 81396, 70046, 123021, 70047, 40165, 85444, 15164, 39970, 33757]
43136;[76565, 43260, 83357, 85070, 93866, 61157, 79136, 90691, 117119, 42710]
29710;[30201, 30202, 43372, 43347, 44022, 43349, 78135, 47528, 30710, 30711]
15253;[31947, 15255, 87737, 43786, 43783, 15257, 15254, 109996, 15238, 29999]
14922;[14923, 30757, 124280, 30756, 124312, 110362, 124326, 39366, 14956, 81449]
14677;[53371, 76103, 91579, 25954, 14588, 69849, 52369, 85969, 120664, 83885]
130426;[130430, 130425, 121848, 122733, 123140, 123858, 44856, 115957, 107628, 81996]
130306;[44918, 83382, 123548, 123174, 123031, 123012, 63626, 123014, 82398, 116951]
125116;[82146, 117170, 82116, 125149, 44288, 125089, 81998, 82127, 81997, 82268]
123737;[16708, 63887, 15325, 16705, 123617, 20680, 86119, 41561, 81500, 78398]
117678;[129558, 14558, 81450, 85791, 133709, 70306, 127242, 40694, 113734, 43387]
117137;[117140, 90253, 117149, 117135, 90252, 73736, 82101, 75669, 40392, 79808]
109980;[109981, 98296, 98297, 110457, 85784, 110458, 92947, 85791, 107860, 90178]
94726;[67174, 62589, 57287, 77371, 77372, 82145, 82140, 87831, 33276, 125904]
93962;[90238, 90237, 87401, 110563, 90239, 19769, 85208, 123699, 59090, 91069]
90622;[90623, 90624, 79944, 79931, 29994, 105989, 90612, 54103, 130779, 18527]
90149;[110481, 106868, 90816, 90148, 107243, 107360, 70719, 130285, 70721, 82009]
87508;[87509, 43401, 43400, 70341, 66686, 87737, 40491, 107458, 87095, 92084]
82037;[82035, 82032, 49880, 82050, 82033, 82128, 82034, 82126, 82036, 82051]
82023;[82028, 82027, 72553, 82029, 82030, 82031, 82024, 82021, 90174, 54228]
74332;[74334, 74333, 76651, 76652, 84638, 63988, 78569, 85637, 110036, 60970]
70341;[43401, 87508, 43400, 122721, 87509, 105134, 107458, 57211, 87737, 107554]
70221;[106711, 55505, 17060, 17063, 17801, 17831, 17059, 17061, 72609, 17800]
66474;[73686, 66475, 31041, 41348, 81981, 116979, 30787, 80039, 105013, 71530]
63942;[63895, 63874, 93857, 130292, 63914, 63929, 130295, 63898, 63902, 63890]
63883;[63876, 63931, 63933, 63923, 63924, 63922, 49000, 63919, 63886, 63877]
59552;[56942, 15692, 59551, 56951, 15675, 56952, 107308, 15657, 15677, 87053]
54870;[43271, 123908, 43272, 123886, 31937, 43270, 42969, 107375, 107374, 83591]
54192;[54207, 54230, 54199, 54223, 54229, 54200, 72553, 54232, 54187, 54237]
43370;[43346, 45049, 107459, 59423, 107658, 85226, 76001, 71104, 32152, 126470]
17376;[70053, 32340, 79808, 19715, 88421, 40268, 130075, 85287, 89526, 44966]
15311;[112206, 15312, 15310, 19654, 20521, 54379, 25127, 110148, 107643, 66426]
130385;[130386, 79807, 18063, 74186, 85228, 61070, 79361, 15534, 31679, 90050]
130382;[61631, 19484, 121050, 87834, 73673, 130274, 115319, 20680, 92706, 91334]
130373;[116657, 76000, 130375, 109982, 130374, 75776, 107478, 130376, 110467, 15624]
123840;[123660, 123659, 123802, 123839, 123696, 123762, 123767, 123670, 57654, 92084]
117097;[117178, 121779, 110588, 117096, 55913, 82079, 82081, 110587, 130547, 82094]
116974;[116999, 130626, 17342, 85302, 110873, 71509, 105865, 61158, 113700, 111023]
110690;[85275, 85273, 85274, 93090, 90086, 117072, 76555, 116392, 88730, 76786]
110611;[128334, 125907, 73369, 110097, 110116, 66007, 91700, 56747, 19987, 19947]
110605;[110603, 110604, 79807, 107308, 128333, 33590, 70064, 30620, 59652, 93907]
110411;[110199, 110409, 110413, 110410, 110412, 89761, 89746, 89910, 44292, 129587]
107627;[107622, 85219, 122728, 17703, 81981, 81982, 110593, 110591, 17793, 47179]
107255;[107262, 82849, 19909, 107277, 107595, 107254, 19363, 75102, 39280, 40115]
106933;[106934, 90257, 90261, 117118, 110570, 17878, 87875, 79799, 17877, 17861]
90153;[66650, 86963, 130346, 122729, 123936, 122722, 41110, 72595, 97116, 16642]
87991;[26366, 64225, 64229, 14686, 81835, 119915, 14679, 82211, 64224, 85862]
87393;[74032, 79235, 17366, 90824, 90945, 74033, 90166, 90944, 55799, 132769]
85301;[85303, 85305, 85304, 85302, 43845, 108618, 72949, 16176, 20041, 44284]
82267;[82268, 82351, 83347, 44287, 92281, 81998, 82127, 82116, 39372, 82239]
82150;[82152, 82151, 61566, 44184, 43377, 82881, 110017, 42621, 92084, 75987]
81981;[81982, 17793, 85219, 107627, 122728, 38656, 54773, 107622, 117139, 117138]
79845;[55567, 55566, 55565, 64223, 55568, 16232, 64222, 79276, 73907, 65267]
73903;[64221, 117341, 52131, 85385, 117339, 91724, 83403, 52132, 111052, 79860]
65250;[49856, 24628, 65249, 81525, 113396, 84737, 108267, 15270, 41389, 65251]
63988;[57216, 85225, 85236, 57215, 120811, 42872, 57043, 74333, 74332, 52613]
62487;[61664, 76798, 76848, 97088, 90820, 70424, 90819, 73051, 110850, 19813]
62463;[124321, 72065, 62501, 33258, 33261, 46862, 72064, 72066, 110995, 49866]
59377;[16171, 14645, 57836, 14787, 14331, 65271, 14642, 73557, 52132, 55966]
58668;[57795, 60643, 58667, 84739, 58673, 43377, 55507, 84738, 92036, 90271]
57836;[59377, 14645, 73557, 14798, 14642, 81833, 73913, 16165, 117836, 87989]
54334;[110506, 43672, 44292, 15457, 93865, 130158, 43377, 93855, 80667, 80038]
49888;[85685, 59898, 57012, 44044, 63016, 122715, 71530, 72488, 110007, 17215]
43718;[30574, 58951, 54326, 15457, 106146, 87089, 43711, 79808, 30338, 43703]
31917;[59562, 44266, 107149, 30105, 94373, 30082, 72535, 87737, 61156, 87668]
25927;[25928, 25921, 89760, 14336, 87254, 73697, 25930, 42621, 59562, 73236]
16680;[16679, 16645, 83354, 94196, 16681, 16682, 78476, 92104, 15462, 120948]
16679;[16680, 16681, 93838, 16682, 49889, 63871, 63917, 109405, 63901, 63924]
130359;[130360, 130362, 44134, 93889, 17199, 44125, 93693, 89200, 19525, 130361]
124321;[33260, 87183, 62466, 110365, 62500, 72065, 110995, 62463, 72063, 72064]
123520;[123444, 123474, 107534, 123829, 74192, 93917, 77371, 81685, 93907, 103714]
110995;[62466, 124321, 81654, 72064, 62463, 124289, 46862, 110993, 72063, 110994]
110881;[90684, 90686, 90687, 110880, 79964, 90685, 123887, 16889, 70092, 88069]
110362;[110363, 30760, 124326, 124312, 124280, 70485, 14889, 74292, 78446, 14922]
107633;[33297, 88091, 107622, 87831, 117139, 117138, 125904, 106951, 47179, 107627]
106787;[106763, 107072, 106691, 88363, 106692, 106761, 65401, 85671, 75642, 85521]
106746;[76555, 76831, 79733, 79732, 79860, 31293, 90253, 85274, 85369, 110690]
90833;[91069, 110561, 43723, 15076, 112486, 15077, 82869, 117871, 130462, 110714]
90152;[87860, 74029, 61549, 90150, 130286, 16398, 72547, 90148, 72544, 61543]
89760;[89753, 89759, 89755, 14336, 57023, 74257, 89758, 89754, 109915, 106679]
82330;[82331, 71474, 87618, 57655, 86710, 43957, 110246, 17151, 64406, 32236]
82034;[82032, 82033, 82035, 82037, 82050, 49880, 82036, 82116, 82869, 82128]
79886;[79884, 90254, 88669, 123522, 82290, 90253, 117325, 48587, 79922, 117335]
73309;[84811, 73315, 73308, 73311, 73314, 73312, 87716, 110980, 89911, 73310]
68532;[14480, 15854, 20638, 89551, 89640, 125832, 16146, 81497, 117675, 39598]
64336;[38792, 16572, 130811, 107289, 80038, 58622, 39445, 59435, 16564, 123018]
54573;[43377, 43373, 72535, 93950, 110512, 15675, 15663, 38012, 110511, 117162]
43691;[29519, 30574, 58951, 67082, 40268, 107618, 89526, 88215, 40734, 85444]
43373;[54573, 17004, 60970, 43377, 108839, 93953, 108415, 14550, 15663, 30021]
43347;[43372, 29710, 30201, 30202, 79859, 120517, 67082, 47528, 107468, 44240]
33267;[85925, 89710, 90819, 85926, 43514, 107083, 108786, 19967, 77371, 82125]
31352;[31635, 31636, 89900, 81644, 31356, 14963, 81646, 81645, 31632, 129636]
15266;[15280, 29999, 15272, 15281, 15276, 107030, 31903, 15275, 15267, 15270]
130789;[130788, 130790, 74315, 74316, 125836, 74318, 43971, 82284, 110063, 74317]
117687;[94399, 79278, 108896, 16493, 98293, 124285, 112484, 19685, 19607, 39426]
117161;[117061, 117068, 117050, 117066, 117156, 90180, 110083, 15686, 19618, 108508]
117068;[117061, 117161, 117050, 117151, 59482, 117065, 90180, 63864, 63922, 41373]
110947;[111812, 63893, 110946, 63885, 63941, 63910, 108420, 110945, 63877, 63884]
110932;[87618, 87617, 111059, 87616, 84464, 87852, 56861, 87612, 20076, 57785]
110856;[123878, 106324, 54327, 14734, 70064, 31679, 104670, 20907, 18437, 87504]
110414;[129797, 120948, 92298, 120987, 31998, 129769, 87443, 25154, 39419, 42683]
107307;[87721, 87719, 44126, 87720, 120787, 57053, 106065, 50818, 43334, 30619]
107189;[107658, 107608, 104491, 107657, 108741, 59487, 43370, 123010, 109240, 87720]
106691;[25921, 106787, 87183, 107072, 88170, 73914, 106761, 106763, 74265, 106692]
