;product_id;name;price;link;category
214;62589;Fintrevet peberrod;200,00/Kg.;/produkt/carlsens-fintrevet-peberrod/62589/;frugt-og-groent/
215;51574;Quadro salatblanding;111,11/Kg.;/produkt/salling-salling-quadro-salatblanding/51574/;frugt-og-groent/
216;60782;Jalapeños Chili;320,00/Kg.;/produkt/salling-jalapenos-chili/60782/;frugt-og-groent/
217;18390;Svampemix øko;166,67/Kg.;/produkt/salling-oeko-svampemix-oeko/18390/;frugt-og-groent/
218;70334;Kokosnødder;10,00/Stk.;/produkt/kokosnoedder/70334/;frugt-og-groent/
219;68609;Kartofler øko;16,00/Kg.;/produkt/salling-oeko-kartofler-oeko/68609/;frugt-og-groent/
220;51610;Citrongræs, Afskåret;850,00/Kg.;/produkt/citrongraes-afskaaret/51610/;frugt-og-groent/
221;79486;Nordisk inspireret coleslaw;80,00/Kg.;/produkt/salling-nu-nordisk-inspireret-coleslaw/79486/;frugt-og-groent/
222;56397;Salvie, Afskåret;850,00/Kg.;/produkt/salvie-afskaaret/56397/;frugt-og-groent/
223;69486;Grønne asparges øko;88,00/Kg.;/produkt/salling-oeko-groenne-asparges-oeko/69486/;frugt-og-groent/
224;37970;Snittet og skyllet kålblanding;60,00/Kg.;/produkt/salling-nu-snittet-og-skyllet-kaalblanding/37970/;frugt-og-groent/
225;50818;Oregano øko;15,00/Stk.;/produkt/salling-oeko-oregano-oeko/50818/;frugt-og-groent/
226;125970;Snack kassen;99,00/Stk.;/produkt/snack-kassen/125970/;frugt-og-groent/
227;53525;Caesarsalat;105,26/Kg.;/produkt/salling-nu-caesarsalat/53525/;frugt-og-groent/
228;129330;Savoykål;15,00/Stk.;/produkt/savoykaal/129330/;frugt-og-groent/
229;117873;Proteinbowl m. quinoa og kikærter;100,00/Kg.;/produkt/proteinbowl-m-quinoa-og-kikaerter/117873/;frugt-og-groent/
230;89582;Spidskålssalat m. salatost og æble;106,67/Kg.;/produkt/salling-nu-spidskaalssalat-m-salatost-og-aeble/89582/;frugt-og-groent/
231;128901;Spirer gourmet mix øko;214,29/Kg.;/produkt/oeko-spirer-gourmet-mix-oeko/128901/;frugt-og-groent/
232;104413;Hverdagssalat m. endiviesalat;62,50/Kg.;/produkt/salling-nu-hverdagssalat-m-endiviesalat/104413/;frugt-og-groent/
